,미나리,깻잎,부추,무,열무,당근,감자,고구마,도라지 ,콩나물,버섯,오이,고추(풋고추),호박,가지,토마토,파,양파,마늘,브로콜리,고사리,파프리카,단무지,김(김+맛김),미역,초콜릿,사탕,껌,아이스크림,과자(비스킷+스낵과자+파이),설탕,잼,꿀,물엿,고추가루,참깨,생강,소금,간장,된장,소스(양념소스),고추장,카레,식초,드레싱,다시(혼합조미료),스프,영유아식(이유식),김치,반찬(밑반찬),냉동식품,인스턴트(즉석식품),편의점도시락,삼각김밥,커피,차,주스,두유,생수,"음료(기능성음료, 탄산음료, 기타 음료)",소주,와인(과실주),맥주,막걸리,양주(양주+약주),담배,"남자옷(남자외의, 남자상의, 남자하의, 남자내의)"
2020-10-12,0.7194,22.0768,60.26618,95.97442,35.28374,18.88281,8.46575,92.93898,50.21811,41.57899,70.9179,42.09472,34.24163,58.88445,54.30044,32.29557,15.70144,24.13376,27.57958,52.89439,28.82614,18.56599,6.93334,68.5604,13.13627,2.98683,14.5278,53.53183,53.67011,15.53128,24.78619,6.19204,60.80337,70.33368,59.87133,27.48484,78.94161,3.08049,47.69792,11.54951,55.61424,49.09127,54.56018,57.13797,62.59541,62.59541,68.29917,83.54262,76.90885,57.26128,21.89836,49.3845,42.97956,32.93444,46.81446,87.32801,44.43907,62.42471,16.97161,52.25875,30.28148,34.99589,59.59217,36.7701,13.42381,11.61249,85.06753
2020-10-19,1.1508,20.08318,55.26553,89.17507,26.82544,17.28932,8.07237,86.16833,47.2992,41.16346,66.43109,40.18696,31.98954,65.71667,51.78006,31.98365,15.15646,22.07895,28.91585,54.6532,40.33709,17.60075,6.84755,67.66337,13.48127,3.28779,17.69119,57.71301,56.1066,16.96723,25.27117,10.47623,61.44309,68.61313,59.36584,26.696,88.0953,2.62453,47.71096,46.93989,54.38745,46.88004,53.51186,55.63344,63.979,63.979,74.77703,83.33665,62.3653,57.7106,22.17878,48.31643,39.86816,35.45785,48.00669,87.23628,42.27514,62.23621,15.43517,53.48837,31.79845,32.42643,73.24772,40.38621,13.74843,11.53667,80.77795
2020-10-26,0.8849,17.92462,54.38687,89.84149,22.29736,17.14308,7.84758,72.39546,45.1886,41.73813,62.65099,38.62736,28.66741,96.42949,47.52121,29.33707,17.07016,21.5375,29.32042,51.87734,36.78734,17.95475,6.69472,76.42633,13.34678,41.68658,21.32676,54.19702,52.63633,15.32524,25.93345,7.72797,58.32878,71.53284,59.95174,24.76957,80.30848,2.46439,47.82835,16.37149,54.69415,56.80533,54.33622,51.42759,62.35687,62.35687,72.11703,81.53611,57.79899,57.83661,19.89292,49.81897,38.35201,36.87565,47.64873,85.2183,41.18713,61.49142,14.25841,50.86875,33.77423,34.52608,72.85535,83.42926,13.02074,11.68072,77.48784
2020-11-02,0.63952,15.68001,56.45432,94.81268,21.57208,16.50592,8.60764,67.19059,41.73723,39.18309,62.79891,36.19974,25.67707,40.67164,45.64132,24.02527,16.88809,20.9454,29.63099,53.26909,23.53132,17.72388,6.69472,70.9766,12.73572,6.18162,13.38933,57.64966,51.47573,15.43093,25.19816,6.68711,57.13364,77.37226,62.94445,23.43269,73.60363,2.69836,44.18938,15.05084,52.10427,47.33441,55.47031,49.23918,58.85019,58.85019,77.37443,87.88784,64.36039,58.5164,19.16213,48.47936,38.99802,32.27107,46.08123,86.20436,44.41489,58.94441,14.2277,52.15183,33.48902,33.42236,69.81749,78.93309,12.18143,11.71647,79.98379
2020-11-09,1.38934,14.74775,53.28853,97.90165,19.42565,16.57672,7.19325,59.10612,38.01,36.42471,58.36141,34.20613,25.22085,34.72079,43.17085,22.48434,17.74448,21.55113,28.26611,54.71438,22.21981,19.46746,6.97624,72.66939,12.79419,5.84593,12.88238,56.57269,50.72441,15.26125,25.20337,5.94812,59.17679,75.65172,63.03636,22.046,58.50766,2.65442,43.3155,13.09841,52.64951,43.7298,55.66091,51.20533,63.59732,63.59732,68.01752,86.45272,74.56524,54.90524,19.38307,48.26212,35.38562,34.87252,46.10432,84.24142,40.19584,57.73067,14.57422,49.82624,34.42731,34.61779,68.86035,80.15932,12.42825,11.75979,72.04213
2020-11-16,1.16216,20.52063,55.33014,100,17.57326,17.43439,7.37352,59.42528,40.15268,39.94341,57.08768,33.1664,24.98444,32.33401,42.63849,22.31908,18.97131,21.31157,27.83703,64.32668,21.33102,20.32057,6.72154,74.44899,12.59246,14.32737,13.18366,56.92112,52.51719,16.11933,26.19941,7.9429,60.605,82.84671,62.77212,22.71859,48.93672,2.54836,45.3502,14.19487,53.22882,45.87035,59.1156,51.27372,63.0248,63.0248,73.0715,90.09368,75.14314,55.70606,21.94085,50.74221,35.92617,35.34079,45.0853,85.43845,43.14555,60.30527,14.49589,51.16279,34.62571,37.50583,70.38226,75.60477,13.13617,11.6114,63.73311
2020-11-23,1.17241,45.22571,52.44863,94.75864,17.89669,17.53072,6.92895,62.00251,42.64177,40.0053,56.4467,31.82143,24.20057,29.62557,41.94809,21.68129,21.50911,21.90171,26.57022,62.17022,20.40429,26.74303,6.56871,75.1917,13.22106,7.44741,13.07358,56.38264,53.02063,17.86216,28.29057,7.11215,61.45301,88.00834,53.90889,23.08394,45.73969,3.00381,45.898,14.37829,54.42153,46.22374,65.71047,50.96597,60.854,60.854,76.90502,92.31944,82.90124,58.6706,22.73113,54.01882,39.6704,36.47242,42.92456,88.25903,41.38056,61.25235,14.46769,50.06682,36.51469,40.30054,68.65227,58.46262,12.87787,10.23038,61.11831
2020-11-30,1.84186,100,52.09975,86.12211,15.74046,17.73615,7.42527,71.30121,36.30998,37.75086,59.69266,31.03448,23.1637,27.78564,40.75029,21.91406,24.19257,22.79765,26.95435,65.05314,19.98157,25.20393,6.45342,80.98866,14.89635,25.56331,13.45886,62.21095,53.6874,18.27714,35.5705,7.10007,64.19538,93.27424,44.97099,23.29153,41.70239,2.76906,47.80226,15.59704,59.09013,47.51615,63.38034,52.23115,63.85973,63.85973,83.85229,94.24622,58.43735,62.0944,24.20972,51.61115,42.06987,39.67221,43.21035,88.50669,41.81576,82.5847,15.01911,53.22106,37.98206,49.50042,69.40728,59.13413,15.15663,10.29104,62.34467
2020-12-07,1.07287,48.59622,53.06887,84.35698,15.1524,17.75472,7.67732,79.00173,34.98203,42.58686,60.79382,32.50822,23.09319,28.33247,40.20129,22.00135,17.33135,23.56893,27.23223,69.39665,21.61283,22.03337,6.80733,86.80009,15.18872,100.0,14.68424,54.95723,57.31524,19.48282,38.21443,7.74971,66.43689,82.6903,38.49158,24.46234,37.21907,3.32719,51.7934,14.63101,61.96967,49.57592,65.51987,59.01863,62.97709,62.97709,90.92473,92.97056,41.74757,67.51446,29.00237,56.31788,42.82135,35.3668,42.44825,90.85947,41.86411,62.85688,15.73218,52.76663,39.42462,64.18515,70.81624,53.96646,15.84925,10.25529,58.09292
2020-12-14,5.44279,32.6652,54.89081,78.16102,11.71224,18.24681,9.568,81.04385,32.70464,43.85995,60.51442,31.11079,22.50839,26.2931,41.1246,21.43804,16.10075,24.94789,25.28298,75.96543,21.73206,21.94762,7.38109,88.1794,15.27351,50.23209,14.20915,57.17453,57.47857,19.95549,30.03754,7.33433,65.12769,80.91762,37.15894,21.40662,35.081,60.52204,52.87596,14.6575,58.85159,52.6252,66.86362,53.47922,61.47423,61.47423,100.0,92.81775,34.23663,69.82408,35.50305,62.02027,43.87607,36.52445,41.8276,91.52449,40.0145,62.38793,17.99047,52.36567,42.12788,77.46528,78.50306,75.08758,16.17196,9.32053,56.79632
2020-12-21,3.18088,24.41822,46.5564,70.58717,10.22248,17.9555,7.46923,64.05663,28.35514,38.16638,61.82102,29.22211,25.02592,25.0193,39.06172,19.98556,14.96559,22.18413,23.42364,64.49491,20.94081,20.70974,6.74567,82.38244,13.94614,26.46423,12.46234,53.08837,50.14987,16.95075,26.10033,7.1363,58.45772,77.99791,33.29886,21.84671,29.48979,7.26165,47.59358,13.31444,54.33634,46.63772,61.66491,53.35954,60.40076,60.40076,89.34439,86.91781,27.28048,61.6086,26.49558,51.17668,34.97692,28.69406,40.22689,84.34232,38.43085,54.88483,14.52471,44.6672,43.51258,100.0,77.88478,59.55121,15.62922,9.59349,49.09778
2020-12-28,3.26687,21.4529,52.33234,70.7853,12.3493,19.60934,8.52918,69.2531,29.49704,41.1281,59.21604,31.96451,24.18812,25.0579,40.65879,22.48201,15.30086,23.42675,24.00392,61.92551,21.78625,22.01358,6.72958,90.34482,15.063,19.12298,12.90845,54.03864,46.82756,16.72872,31.89924,7.36814,60.97694,74.81751,32.46022,21.30698,29.81496,3.94563,50.52823,14.73699,51.88277,49.80815,64.64786,52.24824,56.15458,56.15458,85.90204,88.82466,26.80749,69.24875,24.89802,53.92831,34.47593,29.48751,40.28752,88.43331,38.05609,57.96974,14.79729,44.48008,47.28227,67.7602,88.15171,84.23006,15.64708,10.24338,47.34197
2021-01-04,4.39971,22.26325,57.47512,71.78494,12.53552,20.00742,9.44114,84.29299,31.26764,46.30006,62.0922,35.87065,24.01808,25.6369,40.89169,22.95104,17.88638,28.38556,25.08683,65.77196,22.02471,24.15953,7.5929,91.29973,16.77338,16.03057,13.36616,56.60437,43.22086,19.86726,26.54881,7.32225,66.15918,84.93222,35.2806,24.64502,25.89278,9.49937,55.96713,14.81851,64.79809,57.03756,76.48432,50.69242,63.54961,63.54961,98.71694,94.5585,30.73188,82.29071,31.29673,59.05141,41.52933,35.74401,40.15184,94.33131,44.30609,70.41515,17.73795,51.24298,53.75935,51.34748,73.69954,63.37587,17.02148,9.45051,49.09238
2021-01-11,6.33575,76.29889,55.91161,75.72946,14.25071,21.0183,11.19383,83.21075,34.05824,48.84625,65.69972,38.07411,23.88951,28.3582,48.86042,25.38814,19.91687,37.0625,25.65894,71.24722,26.02969,26.16477,7.78057,96.09356,17.59787,15.27934,14.12224,60.18371,41.82198,17.71721,34.0947,7.58549,66.4716,83.99374,34.74639,23.87278,23.90147,3.00693,55.17151,15.80084,64.33804,52.51413,73.29171,55.08633,71.42175,71.42175,90.23626,93.22304,38.57534,80.79518,29.20632,56.53511,38.87936,35.86108,43.06602,89.48816,44.4028,71.77601,16.0129,53.24779,43.50845,45.51027,69.72237,74.52869,13.92382,8.9241,50.51323
2021-01-18,8.30342,53.46552,57.99198,75.85554,14.26051,21.24113,10.04595,76.51808,34.59712,48.61639,67.976,38.45089,24.63191,32.46268,43.8862,25.51732,23.91255,37.45009,25.07049,70.11546,27.58508,25.63707,7.68673,97.05811,16.54825,13.97471,14.75086,57.61799,40.24441,17.55868,26.25677,7.5396,69.47185,86.86131,34.66597,24.10528,19.45267,2.63103,56.54101,14.309,62.41267,52.89781,68.38844,52.11147,68.89312,68.89312,79.42419,92.79782,42.32903,74.77824,25.3569,49.67414,35.28015,36.4464,45.68863,91.92808,45.18858,67.84055,14.33924,51.67067,39.38329,42.6158,63.61096,64.93159,14.36643,8.9046,50.71853
2021-01-25,19.16251,28.77837,55.88577,73.29791,16.78917,20.21053,9.39663,67.68732,37.09263,47.19299,68.77311,36.47159,23.79826,30.92511,41.38246,23.79018,26.01084,34.28899,24.92337,75.3919,28.65272,24.3838,7.5634,91.73378,16.10677,12.74493,14.59443,58.82166,42.33503,16.90372,24.58802,8.281,76.02777,85.45359,33.56884,26.24761,17.59661,2.51353,51.87165,15.04677,60.07837,51.9689,65.53893,58.02701,67.96278,67.96278,73.58785,89.82127,37.04968,71.37764,25.46736,48.7328,33.15754,38.60561,45.60058,91.95101,44.12475,65.10505,14.33297,51.10932,43.72752,44.59157,61.61345,57.59926,14.37791,100.0,56.91518
2021-02-01,27.32193,24.73376,54.74867,67.31808,16.68136,19.14394,8.6605,58.11866,39.92173,45.05348,73.04626,36.83407,22.47107,26.12583,40.84179,38.21372,27.58928,31.13959,21.64194,74.92544,31.46542,23.28444,7.58485,91.96045,16.79092,18.24356,15.44611,56.16091,41.34929,16.38063,23.25302,7.97913,83.67468,82.16892,30.74271,23.25002,16.27579,2.46569,53.05856,13.55493,58.56193,49.05088,64.07128,50.795,65.05248,65.05248,69.92645,92.73802,39.60667,64.33438,22.74813,47.4837,31.83915,36.99271,44.5729,92.72151,42.50483,62.72815,13.93633,50.84202,34.89439,49.7128,58.18322,70.57891,15.89134,10.52283,61.01566
2021-02-08,11.0589,22.22023,46.42718,63.15742,14.29971,17.71642,5.66702,37.15999,45.95201,41.26956,62.10041,30.20937,21.41346,23.08929,34.6864,21.98389,21.9574,20.21112,18.42589,56.22849,50.1409,16.92135,6.23625,77.54521,11.23585,8.55227,14.28157,60.9756,36.67038,13.51406,18.9612,6.80786,55.41284,63.34723,22.68941,23.20019,13.13919,2.48259,43.4068,10.35522,45.30584,37.4697,41.14647,43.11848,53.95992,53.95992,50.46158,71.73609,25.83128,38.02994,13.5622,35.98841,26.43375,27.3283,45.43893,88.33241,34.5382,45.61629,10.04762,38.49238,32.83181,48.76031,59.22358,65.86586,15.25995,8.77896,64.68935
2021-02-15,8.21683,24.91304,54.11551,66.93083,21.80731,22.39476,8.20925,62.48845,33.19219,42.63106,59.26534,39.59078,22.3342,24.71049,39.45267,27.47142,27.48882,29.42562,22.00563,71.17075,33.18881,22.96783,6.95479,76.14661,14.10987,3.91841,18.93395,58.66328,43.31693,16.47759,23.06007,7.06385,55.46739,74.34827,30.20851,22.14564,16.62398,3.02278,46.92839,15.83956,56.77287,47.62722,57.76708,49.47854,63.33492,63.33492,65.38882,97.76759,32.04594,57.61278,19.30659,44.47863,31.40408,31.71175,48.0702,93.38653,41.90038,70.03815,15.72153,50.28067,32.5466,38.42935,61.03679,58.92976,14.23186,8.56124,70.51863
2021-02-22,12.82931,18.97522,60.03359,65.82312,24.581,20.16758,8.7562,50.56932,31.34462,41.05737,57.39173,37.51609,22.53743,22.76762,40.64215,27.05709,36.34537,29.5308,23.47676,67.80607,35.0802,19.91161,6.56335,77.6706,12.96377,2.6117,18.30822,56.50934,57.93781,15.76107,21.44868,6.83201,49.61071,63.45151,30.07639,21.581,15.22546,2.81638,46.06756,14.63509,53.70591,50.37358,55.24158,49.41015,62.85782,62.85782,61.30496,84.27347,32.19886,54.39291,18.86471,42.65025,28.64864,33.42872,46.3699,86.30067,44.57205,63.26605,15.07863,52.33894,31.94312,36.59034,62.36252,65.45712,14.58455,8.85586,72.97136
2021-03-01,73.18445,20.37362,69.3242,69.62355,30.18719,19.98189,8.8124,53.34093,28.36797,40.79214,56.79184,40.92621,23.63651,22.69686,42.02295,30.89662,57.13998,33.90725,27.55915,67.00313,29.40602,20.94061,7.29797,100.0,14.34961,2.59987,27.52607,52.51821,85.5924,17.05934,27.23195,8.00811,52.93825,68.19603,32.58084,21.83841,14.70173,2.76075,47.18925,14.50261,53.92741,49.21243,57.65748,49.44434,65.33874,65.33874,63.73024,88.23333,30.60386,61.61026,21.00611,50.23533,30.4021,42.16961,47.94751,81.45294,41.99709,70.71858,18.09574,51.6974,28.63638,34.71433,58.36751,66.08274,13.2497,8.1399,79.13019
2021-03-08,49.16163,22.26684,69.15622,73.49603,36.61668,23.08299,8.90977,53.84246,32.40313,44.72637,59.34752,48.16139,28.98262,23.64256,45.44169,45.68562,54.07353,32.36663,25.6998,70.72723,29.11879,23.66262,7.82883,75.64504,63.65815,3.37298,66.31807,61.60912,80.64447,28.63085,29.46391,7.11215,48.97098,71.42857,31.29415,21.3568,14.57799,2.38875,50.43693,14.68807,58.93678,46.81946,58.75345,58.04411,70.84923,70.84923,59.16132,89.86778,43.67153,60.80447,19.59551,52.64301,33.89584,45.46045,50.1198,83.90203,47.26789,68.21295,19.73682,59.5028,30.78163,35.42065,65.34688,71.37137,12.89063,8.6858,81.77201
2021-03-15,62.11761,20.08677,74.28608,72.89265,41.26237,25.42854,9.82395,51.67436,100.0,43.47979,58.49289,50.97534,25.37431,24.85203,47.07203,36.00591,40.80943,31.33046,25.2462,70.6584,31.53587,24.60587,8.0326,71.00072,23.54764,2.23285,22.25086,58.40988,74.07478,19.63165,29.47955,6.67745,51.57451,70.49009,33.4597,22.03769,15.66285,2.5234,46.64145,14.26009,60.67473,49.03069,58.44372,57.17216,71.58874,71.58874,61.97778,83.1174,46.76197,60.19266,21.38851,49.96379,32.10283,46.20187,51.28893,84.69546,47.95696,68.29571,21.64296,58.38011,30.63696,34.77225,67.58218,64.74808,12.51881,9.41802,81.0913
2021-03-22,30.12235,19.03617,71.46918,75.98162,46.57453,24.40374,10.10326,51.79074,52.83551,42.04756,59.33108,51.72413,26.40288,25.2316,45.30028,35.623,33.86533,30.85328,24.7027,66.07784,36.63017,24.05619,7.43471,64.85652,19.08896,1.97483,16.16164,56.8261,71.60562,18.06335,28.43137,6.69677,53.89536,71.4807,32.06961,22.2785,15.0269,2.33597,47.77618,13.64664,57.53961,46.91033,57.18097,55.35989,70.229,70.229,58.28508,79.82193,41.44528,58.77505,20.65771,47.88196,32.11601,43.13215,51.46647,82.48486,50.2176,70.61744,21.01572,62.14915,30.23188,35.06829,67.30872,79.64631,12.80198,9.17322,78.53052
2021-03-29,18.63755,40.53569,76.94792,76.58501,45.14358,24.11591,10.47495,49.57705,37.22735,42.9847,57.58895,55.83536,28.82087,25.76556,45.88254,38.72,28.71188,30.6254,26.04307,63.73021,51.52287,24.89171,6.8824,66.27923,19.47489,1.8447,15.89803,55.59075,70.30283,18.22624,28.17584,6.31761,53.00272,71.0636,31.58136,21.581,15.97939,2.50417,51.94991,14.58821,56.68768,48.07148,56.93319,57.56539,71.97041,71.97041,53.98216,82.55265,42.5264,56.31455,20.31781,47.64663,30.96901,42.13059,51.79267,82.90221,48.80319,78.9251,22.04085,62.60358,29.26466,34.86235,68.69389,79.60043,12.73565,9.70505,83.78173
2021-04-05,14.64883,20.81824,81.4317,88.71577,43.67342,23.35457,9.68318,43.65228,36.00846,43.83343,58.84624,61.95926,35.17066,24.45959,51.20612,41.20364,26.10628,27.2189,27.74712,70.98722,70.89746,23.74178,6.50705,66.19242,17.77329,1.89232,15.22016,60.08869,67.2649,18.02553,28.18105,6.89721,52.96801,68.9781,31.55264,21.48135,15.54487,2.53276,53.11073,16.94214,54.74527,46.07229,60.95015,56.67635,72.78148,72.78148,50.55546,78.69244,40.9794,55.1042,18.22739,47.91817,29.32102,39.12591,54.30126,83.92955,50.50773,73.83108,19.51438,65.19647,29.71107,33.1054,63.71202,59.36353,12.48947,9.75813,80.0
2021-04-12,17.49994,20.49195,80.32045,83.42038,43.54601,23.8838,10.99853,46.75745,38.25378,44.37273,61.40192,71.03066,36.3527,27.5283,52.77823,40.02816,25.46712,27.14488,27.56323,64.89255,70.62107,24.41019,7.00841,70.07957,17.55986,2.45487,16.07763,61.45074,65.88332,19.70825,28.67647,6.79095,56.0476,72.36704,31.56987,22.73519,16.02543,9.07642,56.21494,15.95573,58.85159,50.45436,61.25512,57.61668,74.35591,74.35591,52.82428,80.67902,45.76976,58.60262,19.00067,48.29833,32.15557,39.54214,53.74844,90.66226,49.91537,73.49087,20.29137,64.63512,31.61244,34.12063,66.10784,76.3722,12.56345,9.86644,76.26148
2021-04-19,24.64133,19.57043,72.70965,82.62788,45.70224,23.21878,11.0703,43.48671,36.54734,41.82654,61.36083,71.85577,42.30848,27.3739,56.55464,41.64474,22.50992,25.76592,29.50022,60.15905,66.73531,23.5373,6.38908,67.55727,15.21211,1.94447,15.12456,64.80836,65.89293,18.73333,28.25928,6.22343,54.26729,69.86444,31.55838,21.97126,14.77079,5.08555,54.31068,100.0,57.19884,50.85823,59.60163,58.04411,72.66221,72.66221,49.61664,79.4698,41.18923,55.9614,16.79979,47.99058,35.12195,38.81373,54.54663,84.5487,52.8409,76.07466,21.52641,68.7784,29.95907,32.17382,68.18262,57.57841,14.4672,10.34953,75.82387
2021-04-26,100,19.92183,66.73988,80.54755,45.38861,23.24083,10.96125,45.21327,36.61149,38.8825,61.12252,80.78408,43.67715,28.80211,56.79587,37.88203,19.65693,30.96819,31.28192,59.19553,56.96401,22.62922,6.33277,60.83916,13.83504,1.72729,15.20278,61.51409,63.22393,22.02167,26.70004,9.01758,54.16811,66.84045,30.12809,24.75296,15.59091,3.11585,53.42376,18.72134,54.18299,48.40468,60.31163,59.29218,66.45992,66.45992,49.069,77.72905,39.4822,55.34627,17.20768,47.59232,31.03493,33.72788,52.56199,83.95707,52.21228,68.82901,20.70555,65.143,32.01752,33.33386,69.7402,64.46863,12.90466,9.72347,73.95461
2021-05-03,27.02611,27.37997,65.40896,77.02629,48.35832,22.2845,13.09285,41.4182,36.86168,36.15949,59.75018,76.16731,42.27945,26.7177,55.24039,36.39696,20.07509,28.38556,30.95092,58.18612,51.47409,21.78052,6.05394,60.50156,13.22398,1.65304,13.93105,54.98891,51.99454,49.93212,26.27763,6.32969,54.7632,70.43795,28.44505,23.66519,14.58375,3.15692,50.50215,15.0916,50.62191,46.48626,53.56904,57.25765,62.5477,62.5477,44.73478,76.46667,39.03943,50.35896,14.73487,43.08472,29.72972,30.34599,54.63901,83.17739,45.76885,63.98326,21.04517,62.68377,31.62071,34.60492,78.67546,70.85001,13.23822,10.12423,69.34089
2021-05-10,15.18466,24.723,65.86122,73.2889,51.09281,24.74031,12.85415,42.77881,32.78804,37.69781,72.4135,81.87151,40.8859,28.87287,60.23956,38.16135,18.96001,24.5194,37.65681,60.72493,46.95967,23.79894,6.12365,62.61876,14.69169,1.8444,14.3453,59.2968,65.90446,71.81224,32.53546,6.13891,57.45598,74.71324,28.50824,25.28439,13.76651,4.64388,53.44985,15.58481,58.9879,50.9794,61.19317,61.18994,70.18129,70.18129,48.78735,81.6557,44.69397,52.74318,18.17641,46.94062,35.87343,33.61082,52.5591,85.388,51.40232,64.95333,24.63938,72.81475,35.14652,33.54624,88.91861,76.7017,12.67443,12.26888,76.45596
2021-05-17,11.00858,21.89752,65.44773,78.59329,50.59296,23.84666,13.72827,39.87761,31.77444,37.31765,66.65297,83.5408,43.78084,27.65697,56.5796,35.14932,18.39117,24.61289,44.23603,60.35023,41.28007,23.21408,6.91726,60.59802,14.28237,1.85497,13.13151,57.39626,60.284,100.0,28.01418,5.85152,55.90379,81.8561,26.26802,25.10171,12.5723,3.26844,50.88039,14.72068,54.48969,49.22253,59.48251,60.69413,70.13358,70.13358,51.15005,82.94465,45.17941,54.39954,16.00951,43.88124,69.21555,32.84339,55.25533,80.94386,47.01402,60.9857,22.04712,61.42742,32.52593,31.91157,79.75744,65.91591,12.78285,11.84861,66.9746
2021-05-24,6.72196,23.76564,66.5073,74.02737,46.2609,25.3473,17.07785,53.65048,33.51937,39.43064,64.63965,92.09233,42.85595,29.29747,61.17118,36.40162,18.72896,25.45234,53.28347,64.89255,42.28809,25.072,6.6411,65.18929,15.48694,1.76457,14.01216,70.25657,63.49871,96.3529,34.35544,6.17996,63.57054,80.65693,28.73226,24.47064,14.41397,3.08621,55.21064,15.62149,57.35218,50.39378,65.87248,67.55,76.59828,76.59828,49.13159,80.10098,48.26985,57.35247,17.23317,48.24402,52.27422,34.63839,52.78138,81.81526,51.84961,66.24063,23.04217,66.2657,32.36473,31.19238,81.49337,60.19769,14.93979,14.01167,66.7585
2021-05-31,4.22029,24.98834,62.94094,74.26152,46.40791,24.98868,20.99385,69.9406,30.95329,38.18406,65.98734,86.5646,44.46103,29.06587,59.53252,37.10109,17.6817,27.48573,59.69514,64.80079,37.84955,25.28088,6.42125,61.90981,15.49571,1.76717,14.55967,60.78555,67.66073,27.39075,40.3473,6.17755,60.65459,81.33472,30.52444,23.77314,14.63555,3.33317,54.19329,14.93264,55.1542,52.3021,65.18631,63.41254,74.21278,74.21278,47.51994,77.34369,48.00135,56.65445,17.90448,46.27081,39.43309,37.78616,55.74752,79.59548,52.9497,66.27741,23.15057,71.5584,32.02165,34.08685,82.93204,61.32799,15.612,15.43277,70.03241
2021-06-07,2.9305,23.53616,57.56557,70.36203,47.38802,25.16393,19.35801,71.27122,28.41288,36.45124,70.25228,84.24667,42.1177,31.47195,57.73581,42.48737,15.55326,29.13347,65.51428,63.53139,31.84478,25.55792,5.82604,61.2298,14.24144,3.76485,32.54634,62.21095,73.1659,23.57204,41.76053,5.96744,58.24448,80.91762,28.66907,23.41609,14.07441,2.85147,58.23659,13.25942,54.47265,48.83885,61.37901,64.59223,77.81488,77.81488,46.04913,79.34356,46.63394,53.54235,16.64683,45.43808,36.04482,35.82206,56.23105,76.92625,56.14119,63.89131,24.48837,73.00187,31.99272,34.82374,84.8701,52.19803,13.70315,12.54291,67.73095
2021-06-14,2.3954,23.66165,55.09755,66.03025,41.65441,21.89919,20.65444,40.09478,30.58121,34.55927,66.48861,75.47574,42.85595,33.59495,59.5242,35.4461,14.6278,28.41672,63.31984,63.2408,28.69607,23.31523,5.99495,56.72052,13.96076,2.95127,14.68713,54.00696,66.1043,20.65165,34.95515,6.15098,55.04091,75.96454,26.99178,23.58216,12.34784,2.50209,53.81505,13.55697,53.05844,48.75807,59.40627,61.92511,100.0,100.0,44.17149,79.17746,48.56858,51.87273,16.51087,41.94424,34.35728,34.15712,54.0732,74.87158,52.52659,61.42706,22.73826,67.76263,30.02521,33.52533,79.31157,55.30947,12.61575,11.32762,64.7866
2021-06-21,2.02739,25.11384,52.92673,60.6268,40.70371,21.03919,21.73276,37.1276,37.84962,35.39032,67.85274,74.78418,40.26378,36.53499,59.22475,33.04508,13.55542,26.28985,66.93637,58.92788,27.86147,22.34339,6.89313,60.00964,14.98406,1.74776,11.53823,52.35983,67.11502,17.35216,29.62035,5.7839,57.53533,67.41397,28.8931,24.73636,11.91332,2.48649,45.32411,12.64189,47.64014,49.78796,60.45458,61.85672,88.21564,88.21564,43.23267,78.58614,45.79643,51.52123,16.11998,44.00796,33.98813,34.80749,54.99263,72.53256,55.16199,67.42218,24.63249,67.28147,29.802,31.64127,84.5134,50.96346,13.28031,10.70589,62.35008
2021-06-28,3.30009,25.22499,49.23116,58.33033,40.37047,19.74629,19.85099,35.21506,43.79009,32.13685,76.25112,70.47264,37.43934,42.17704,63.19248,30.51604,13.74001,23.49882,57.36177,57.6126,23.48254,21.10991,6.26307,60.26042,14.67999,1.5872,11.17902,54.03864,65.66811,16.18526,25.9856,6.03023,53.96479,69.08237,32.51191,23.95582,11.16802,2.05652,43.55028,12.17926,47.06082,46.61752,58.9917,61.30962,79.98568,79.98568,43.92113,82.65895,42.74689,50.65242,16.80829,40.94858,33.18391,34.10509,53.08738,69.86791,52.12765,66.17626,23.5422,66.13205,29.09932,30.23667,86.23744,62.47497,14.12982,9.84911,63.73311
2021-07-05,3.06925,27.1218,54.24473,57.86203,37.34195,19.37374,15.95891,34.05123,49.55093,32.9237,93.278,67.27714,38.21907,41.34071,74.29712,31.33074,14.35531,24.12987,46.57349,50.99793,25.1409,20.12928,5.96278,57.48734,15.03961,1.57195,11.61645,49.28729,68.56193,16.50426,23.64935,5.9771,53.25564,67.36183,30.3119,23.77314,11.6716,2.04846,43.96765,11.83687,49.2077,47.87964,61.76498,62.69447,75.28625,75.28625,44.0776,83.74858,44.76154,51.62734,17.09721,43.35626,38.2729,32.80437,52.78282,71.68409,50.26595,65.34412,24.52471,66.47955,31.37271,30.7097,85.37542,61.49899,13.0826,11.09582,61.77741
2021-07-12,2.85086,28.27638,53.37898,60.02341,42.11506,20.17803,14.00925,33.04937,56.13292,33.49836,84.04141,69.762,38.35593,42.82681,87.65596,30.466,14.26867,22.19971,41.81684,50.61558,22.46368,20.33376,6.19872,59.1319,15.408,1.61279,10.64889,47.57681,77.66803,16.61673,23.60763,6.00367,54.51029,72.21063,30.72548,24.49555,11.27449,1.94032,51.976,14.16022,52.27466,48.85904,65.97731,69.29389,78.02958,78.02958,40.90126,81.11088,50.11735,55.42917,19.24711,44.69587,46.36783,32.60926,56.31477,85.24582,53.89264,73.35294,28.06817,74.65918,30.33108,28.23998,85.25057,49.33683,12.40337,10.8467,64.73797
